realname,team
Patrick O'Bryant,GSW
Patrick O'Bryant,TOR
Patrick O'Bryant,TOT
Patrick Patterson,HOU
Patrick Patterson,OKC
Patrick Patterson,SAC
Patrick Patterson,TOR
Patrick Patterson,TOT
Patty Mills,POR
Patty Mills,SAS
Pau Gasol,CHI
Pau Gasol,LAL
Pau Gasol,MEM
Pau Gasol,SAS
Pau Gasol,TOT
Paul Arizin,PHW
Paul Cloyd,BLB
Paul Cloyd,TOT
Paul Cloyd,WAT
Paul Davis,LAC
Paul Davis,WAS
Paul Dawkins,UTA
Paul George,IND
Paul George,OKC
Paul Gordon,BLB
Paul Graham,ATL
Paul Grant,MIL
Paul Grant,MIN
Paul Grant,TOT
Paul Grant,UTA
Paul Griffin,NOJ
Paul Griffin,SAS
Paul Hoffman,BLB
Paul Hoffman,TOT
Paul Hogue,BAL
Paul Hogue,NYK
Paul Hogue,TOT
Paul Huston,CHS
Paul Long,BUF
Paul Long,DET
Paul Long,KEN
Paul McCracken,CHI
Paul McCracken,HOU
Paul McPherson,GSW
Paul McPherson,PHO
Paul McPherson,TOT
Paul Millsap,ATL
Paul Millsap,DEN
Paul Millsap,UTA
Paul Mokeski,CLE
Paul Mokeski,DET
Paul Mokeski,GSW
Paul Mokeski,HOU
Paul Mokeski,MIL
Paul Mokeski,TOT
Paul Napolitano,INJ
Paul Neumann,PHI
Paul Neumann,SFW
Paul Neumann,SYR
Paul Neumann,TOT
Paul Noel,NYK
Paul Noel,ROC
Paul Nolen,BLB
Paul Pierce,BOS
Paul Pierce,BRK
Paul Pierce,LAC
Paul Pierce,WAS
Paul Pressey,GSW
Paul Pressey,MIL
Paul Pressey,SAS
Paul Ruffner,BUF
Paul Ruffner,CHI
Paul Ruffner,PTC
Paul Ruffner,SSL
Paul Scranton,ANA
Paul Seymour,BLB
Paul Seymour,SYR
Paul Shirley,ATL
Paul Shirley,CHI
Paul Shirley,PHO
Paul Silas,ATL
Paul Silas,BOS
Paul Silas,DEN
Paul Silas,PHO
Paul Silas,SEA
Paul Silas,STL
Paul Stovall,PHO
Paul Stovall,SDA
Paul Thompson,CLE
Paul Thompson,MIL
Paul Thompson,PHI
Paul Thompson,TOT
Paul Walther,FTW
Paul Walther,INO
Paul Walther,MNL
Paul Walther,PHW
Paul Walther,TOT
Paul Westphal,BOS
Paul Westphal,NYK
Paul Westphal,PHO
Paul Westphal,SEA
Paul Zipser,CHI
Pavel Podkolzin,DAL
Pearl Washington,MIA
Pearl Washington,NJN
Peja Stojakovic,DAL
Peja Stojakovic,IND
Peja Stojakovic,NOH
Peja Stojakovic,NOK
Peja Stojakovic,SAC
Peja Stojakovic,TOR
Peja Stojakovic,TOT
Penny Early,KEN
Pep Saul,MLH
Pep Saul,MNL
Pep Saul,ROC
Pep Saul,TOT
Pepe Sanchez,ATL
Pepe Sanchez,DET
Pepe Sanchez,PHI
Pepe Sanchez,TOT
Pero Antic,ATL
Perry Jones,OKC
Perry Moss,GSW
Perry Moss,PHI
Perry Moss,TOT
Perry Moss,WSB
Perry Warbington,PHI
Perry Young,CHI
Perry Young,POR
Perry Young,TOT
Pervis Ellison,BOS
Pervis Ellison,SAC
Pervis Ellison,SEA
Pervis Ellison,WSB
Pete Brennan,NYK
Pete Chilcutt,CLE
Pete Chilcutt,DET
Pete Chilcutt,HOU
Pete Chilcutt,LAC
Pete Chilcutt,SAC
Pete Chilcutt,TOT
Pete Chilcutt,UTA
Pete Chilcutt,VAN
Pete Cross,KCO
Pete Cross,SEA
Pete Cross,TOT
Pete Darcey,MLH
Pete Lalich,CLR
Pete Maravich,ATL
Pete Maravich,BOS
Pete Maravich,NOJ
Pete Maravich,TOT
Pete Maravich,UTA
Pete Myers,CHH
Pete Myers,CHI
Pete Myers,MIA
Pete Myers,NJN
Pete Myers,NYK
Pete Myers,PHI
Pete Myers,SAS
Pete Myers,TOT
Pete Smith,SDA
Pete Verhoeven,GSW
Pete Verhoeven,IND
Pete Verhoeven,KCK
Pete Verhoeven,POR
Pete Williams,DEN
Peter Aluma,SAC
Peter John Ramos,WAS
Peter Thibeaux,GSW
Petey Rosenberg,PHW
Petur Gudmundsson,LAL
Petur Gudmundsson,POR
Petur Gudmundsson,SAS
Peyton Siva,DET
Phil Bond,HOU
Phil Chenier,BAL
Phil Chenier,CAP
Phil Chenier,GSW
Phil Chenier,IND
Phil Chenier,TOT
Phil Chenier,WSB
Phil Farbman,BOS
Phil Farbman,PHW
Phil Farbman,TOT
Phil Ford,HOU
Phil Ford,KCK
Phil Ford,MIL
Phil Ford,NJN
Phil Ford,TOT
Phil Hankinson,BOS
Phil Hicks,CHI
Phil Hicks,DEN
Phil Hicks,HOU
Phil Hicks,TOT
Phil Hubbard,CLE
Phil Hubbard,DET
Phil Hubbard,TOT
Phil Jackson,NJN
Phil Jackson,NYK
Phil Jordon,CIN
Phil Jordon,DET
Phil Jordon,NYK
Phil Jordon,STL
Phil Jordon,TOT
Phil Lumpkin,PHO
Phil Lumpkin,POR
Phil Martin,MLH
Phil Pressey,BOS
Phil Pressey,PHI
Phil Pressey,PHO
Phil Pressey,TOT
Phil Rollins,CIN
Phil Rollins,NYK
Phil Rollins,PHW
Phil Rollins,STL
Phil Rollins,TOT
Phil Sellers,DET
Phil Smith,GSW
Phil Smith,SDC
Phil Smith,SEA
Phil Smith,TOT
Phil Walker,WSB
Phil Zevenbergen,SAS
Phillip Wagner,INA
Pickles Kennedy,PHW
Pierre Jackson,DAL
Pierre Russell,KEN
Plummer Lott,SEA
Pooh Richardson,IND
Pooh Richardson,LAC
Pooh Richardson,MIN
Pop Goodwin,PRO
Popeye Jones,BOS
Popeye Jones,DAL
Popeye Jones,DEN
Popeye Jones,GSW
Popeye Jones,TOR
Popeye Jones,WAS
Pops Mensah-Bonsu,DAL
Pops Mensah-Bonsu,HOU
Pops Mensah-Bonsu,NOH
Pops Mensah-Bonsu,SAS
Pops Mensah-Bonsu,TOR
Pops Mensah-Bonsu,TOT
Porter Meriwether,SYR
Predrag Drobnjak,ATL
Predrag Drobnjak,LAC
Predrag Drobnjak,SEA
Predrag Savovic,DEN
Press Maravich,PIT
Price Brookfield,INJ
Price Brookfield,ROC
Priest Lauderdale,ATL
Priest Lauderdale,DEN
Primoz Brezec,CHA
Primoz Brezec,DET
Primoz Brezec,IND
Primoz Brezec,MIL
Primoz Brezec,PHI
Primoz Brezec,TOR
Primoz Brezec,TOT
Purvis Short,GSW
Purvis Short,HOU
Purvis Short,NJN
Quentin Richardson,LAC
Quentin Richardson,MIA
Quentin Richardson,NYK
Quentin Richardson,ORL
Quentin Richardson,PHO
Quincy Acy,BRK
Quincy Acy,DAL
Quincy Acy,NYK
Quincy Acy,SAC
Quincy Acy,TOR
Quincy Acy,TOT
Quincy Douby,SAC
Quincy Douby,TOR
Quincy Douby,TOT
Quincy Lewis,MIN
Quincy Lewis,UTA
Quincy Miller,DEN
Quincy Miller,DET
Quincy Miller,SAC
Quincy Miller,TOT
Quincy Pondexter,CHI
Quincy Pondexter,MEM
Quincy Pondexter,NOH
Quincy Pondexter,NOP
Quincy Pondexter,TOT
Quinn Buckner,BOS
Quinn Buckner,IND
Quinn Buckner,MIL
Quinn Cook,DAL
Quinn Cook,GSW
Quinn Cook,NOP
Quinn Cook,TOT
Quintin Dailey,CHI
Quintin Dailey,LAC
Quintin Dailey,SEA
Quinton Ross,DAL
Quinton Ross,LAC
Quinton Ross,MEM
Quinton Ross,NJN
Quinton Ross,TOT
Quinton Ross,WAS
Qyntel Woods,MIA
Qyntel Woods,NYK
Qyntel Woods,POR
R.B. Lynam,DNR
R.J. Hunter,BOS
R.J. Hunter,CHI
R.J. Hunter,HOU
Radisav Curcic,DAL
Raef LaFrentz,BOS
Raef LaFrentz,DAL
Raef LaFrentz,DEN
Raef LaFrentz,POR
Raef LaFrentz,TOT
Rafael Addison,CHH
Rafael Addison,DET
Rafael Addison,NJN
Rafael Addison,PHO
Rafael Araujo,TOR
Rafael Araujo,UTA
Rafer Alston,HOU
Rafer Alston,MIA
Rafer Alston,MIL
Rafer Alston,NJN
Rafer Alston,ORL
Rafer Alston,TOR
Rafer Alston,TOT
Raja Bell,CHA
Raja Bell,DAL
Raja Bell,GSW
Raja Bell,PHI
Raja Bell,PHO
Raja Bell,TOT
Raja Bell,UTA
Rajon Rondo,BOS
Rajon Rondo,CHI
Rajon Rondo,DAL
Rajon Rondo,NOP
Rajon Rondo,SAC
Rajon Rondo,TOT
Rakeem Christmas,IND
Ralph Beard,INO
Ralph Davis,CHP
Ralph Davis,CIN
Ralph Drollinger,DAL
Ralph Hamilton,FTW
Ralph Hamilton,INJ
Ralph Hamilton,TOT
Ralph Jackson,IND
Ralph Johnson,AND
Ralph Johnson,FTW
Ralph Johnson,TOT
Ralph Kaplowitz,NYK
Ralph Kaplowitz,PHW
Ralph Kaplowitz,TOT
Ralph Lewis,CHH
Ralph Lewis,DET
Ralph Lewis,TOT
Ralph O'Brien,BLB
Ralph O'Brien,FTW
Ralph O'Brien,INO
Ralph O'Brien,TOT
Ralph Ogden,SFW
Ralph Polson,NYK
Ralph Polson,PHW
Ralph Polson,TOT
Ralph Sampson,GSW
Ralph Sampson,HOU
Ralph Sampson,SAC
Ralph Sampson,TOT
Ralph Sampson,WSB
Ralph Siewert,STB
Ralph Siewert,TOT
Ralph Siewert,TRH
Ralph Simpson,DEN
Ralph Simpson,DET
Ralph Simpson,DNA
Ralph Simpson,DNR
Ralph Simpson,NJN
Ralph Simpson,PHI
Ralph Simpson,TOT
Ralph Wells,CHZ
Ramon Rivas,BOS
Ramon Sessions,CHA
Ramon Sessions,CHO
Ramon Sessions,CLE
Ramon Sessions,LAL
Ramon Sessions,MIL
Ramon Sessions,MIN
Ramon Sessions,NYK
Ramon Sessions,SAC
Ramon Sessions,TOT
Ramon Sessions,WAS
Randell Jackson,DAL
Randell Jackson,WAS
Randolph Childress,DET
Randolph Childress,POR
Randolph Childress,TOT
Randolph Keys,CHH
Randolph Keys,CLE
Randolph Keys,LAL
Randolph Keys,MIL
Randolph Keys,TOT
Randolph Mahaffey,CAR
Randolph Mahaffey,KEN
Randolph Mahaffey,NYA
Randolph Mahaffey,TOT
Randolph Morris,ATL
Randolph Morris,NYK
Randy Allen,SAC
Randy Breuer,ATL
Randy Breuer,MIL
Randy Breuer,MIN
Randy Breuer,SAC
Randy Breuer,TOT
Randy Brown,BOS
Randy Brown,CHI
Randy Brown,PHO
Randy Brown,SAC
Randy Denton,ATL
Randy Denton,CAR
Randy Denton,MMP
Randy Denton,MMT
Randy Denton,SSL
Randy Denton,TOT
Randy Denton,UTS
Randy Foye,BRK
Randy Foye,DEN
Randy Foye,LAC
Randy Foye,MIN
Randy Foye,OKC
Randy Foye,TOT
Randy Foye,UTA
Randy Foye,WAS
Randy Holcomb,CHI
Randy Livingston,ATL
Randy Livingston,CHI
Randy Livingston,GSW
Randy Livingston,HOU
Randy Livingston,LAC
Randy Livingston,NOH
Randy Livingston,PHO
Randy Livingston,SEA
Randy Livingston,UTA
Randy Smith,ATL
Randy Smith,BUF
Randy Smith,CLE
Randy Smith,NYK
Randy Smith,SDC
Randy Smith,TOT
Randy Stoll,ANA
Randy White,DAL
Randy Wittman,ATL
Randy Wittman,IND
Randy Wittman,SAC
Randy Wittman,TOT
Randy Woods,DEN
Randy Woods,LAC
Rashad McCants,MIN
Rashad McCants,SAC
Rashad McCants,TOT
Rashad Vaughn,BRK
Rashad Vaughn,MIL
Rashad Vaughn,ORL
Rashad Vaughn,TOT
Rashard Lewis,MIA
Rashard Lewis,ORL
Rashard Lewis,SEA
Rashard Lewis,TOT
Rashard Lewis,WAS
Rasheed Wallace,ATL
Rasheed Wallace,BOS
Rasheed Wallace,DET
Rasheed Wallace,NYK
Rasheed Wallace,POR
Rasheed Wallace,TOT
Rasheed Wallace,WSB
Rasho Nesterovic,IND
Rasho Nesterovic,MIN
Rasho Nesterovic,SAS
Rasho Nesterovic,TOR
Rastko Cvetkovic,DEN
Rasual Butler,CHI
Rasual Butler,IND
Rasual Butler,LAC
Rasual Butler,MIA
Rasual Butler,NOH
Rasual Butler,NOK
Rasual Butler,SAS
Rasual Butler,TOR
Rasual Butler,TOT
Rasual Butler,WAS
Ratko Varda,DET
Raul Lopez,UTA
Raul Neto,UTA
Rawle Marshall,DAL
Rawle Marshall,IND
Ray Allen,BOS
Ray Allen,MIA
Ray Allen,MIL
Ray Allen,SEA
Ray Allen,TOT
Ray Blume,CHI
Ray Corley,BLB
Ray Corley,FTW
Ray Corley,SYR
Ray Corley,TOT
Ray Corley,TRI
Ray Ellefson,MNL
Ray Ellefson,NYK
Ray Epps,GSW
Ray Felix,BLB
Ray Felix,LAL
Ray Felix,MNL
Ray Felix,NYK
Ray Felix,TOT
Ray Kuka,NYK
Ray Lumpp,BLB
Ray Lumpp,INJ
Ray Lumpp,NYK
Ray Lumpp,TOT
Ray McCallum,MEM
Ray McCallum,SAC
Ray McCallum,SAS
Ray McCallum,TOT
Ray Owes,GSW
Ray Radziszewski,PHW
Ray Ragelis,ROC
Ray Ramsey,BLB
Ray Scott,BAL
Ray Scott,DET
Ray Scott,TOT
Ray Scott,VIR
Ray Tolbert,ATL
Ray Tolbert,DET
Ray Tolbert,LAL
Ray Tolbert,NJN
Ray Tolbert,NYK
Ray Tolbert,SEA
Ray Tolbert,TOT
Ray Wertis,CLR
Ray Wertis,PRO
Ray Wertis,TOT
Ray Wertis,TRH
Ray Williams,ATL
Ray Williams,BOS
Ray Williams,KCK
Ray Williams,NJN
Ray Williams,NYK
Ray Williams,SAS
Ray Williams,TOT
Raymond Brown,UTA
Raymond Felton,CHA
Raymond Felton,DAL
Raymond Felton,DEN
Raymond Felton,LAC
Raymond Felton,NYK
Raymond Felton,OKC
Raymond Felton,POR
Raymond Felton,TOT
Raymond Townsend,GSW
Raymond Townsend,IND
Red Davis,ROC
Red Dehnert,PRO
Red Holzman,MLH
Red Holzman,ROC
Red Kerr,BAL
Red Kerr,PHI
Red Kerr,SYR
Red Mihalik,PIT
Red Morrison,BOS
Red Morrison,STL
Red Owens,AND
Red Owens,BLB
Red Owens,MLH
Red Owens,TOT
Red Owens,TRI
Red Robbins,KEN
Red Robbins,NOB
Red Robbins,SDA
Red Robbins,TOT
Red Robbins,UTS
Red Robbins,VIR
Red Rocha,BLB
Red Rocha,FTW
Red Rocha,STB
Red Rocha,SYR
Red Stroud,NOB
Red Wallace,BOS
Red Wallace,TOT
Red Wallace,TRH
Reece Gaines,HOU
Reece Gaines,MIL
Reece Gaines,ORL
Reece Gaines,TOT
Reggie Bullock,DET
Reggie Bullock,LAC
Reggie Bullock,PHO
Reggie Bullock,TOT
Reggie Carter,NYK
Reggie Evans,BRK
Reggie Evans,DEN
Reggie Evans,LAC
Reggie Evans,PHI
Reggie Evans,SAC
Reggie Evans,SEA
Reggie Evans,TOR
Reggie Evans,TOT
Reggie Geary,CLE
Reggie Geary,SAS
Reggie Hanson,BOS
Reggie Harding,CHI
Reggie Harding,DET
Reggie Harding,INA
Reggie Harding,TOT
Reggie Hearn,DET
Reggie Jackson,DET
Reggie Jackson,OKC
Reggie Jackson,TOT
Reggie Johnson,CLE
Reggie Johnson,KCK
Reggie Johnson,NJN
Reggie Johnson,PHI
Reggie Johnson,SAS
Reggie Johnson,TOT
Reggie Jordan,ATL
Reggie Jordan,LAL
Reggie Jordan,MIN
Reggie Jordan,POR
Reggie Jordan,TOT
Reggie Jordan,WAS
Reggie King,KCK
Reggie King,SEA
Reggie Lacefield,KEN
Reggie Lewis,BOS
Reggie Miller,IND
Reggie Royals,SDA
Reggie Slater,ATL
Reggie Slater,DAL
Reggie Slater,DEN
Reggie Slater,MIN
Reggie Slater,NJN
Reggie Slater,POR
Reggie Slater,TOR
Reggie Slater,TOT
Reggie Smith,POR
Reggie Theus,ATL
Reggie Theus,CHI
Reggie Theus,KCK
Reggie Theus,NJN
Reggie Theus,ORL
Reggie Theus,SAC
Reggie Theus,TOT
Reggie Williams,CHA
Reggie Williams,CLE
Reggie Williams,DEN
Reggie Williams,GSW
Reggie Williams,IND
Reggie Williams,LAC
Reggie Williams,NJN
Reggie Williams,NOP
Reggie Williams,OKC
Reggie Williams,SAS
Reggie Williams,TOT
Renaldo Balkman,DEN
Renaldo Balkman,NYK
Renaldo Balkman,TOT
Renaldo Major,GSW
Rex Chapman,CHH
Rex Chapman,MIA
Rex Chapman,PHO
Rex Chapman,TOT
Rex Chapman,WSB
Rex Morgan,BOS
Rex Walters,MIA
Rex Walters,NJN
Rex Walters,PHI
Rex Walters,TOT
Rich Dumas,HSM
Rich Eichhorst,STL
Rich Johnson,BOS
Rich Johnson,CAR
Rich Johnson,FLO
Rich Johnson,PTC
Rich Johnson,TOT
Rich Jones,DLC
Rich Jones,NYA
Rich Jones,NYN
Rich Jones,SAA
Rich Jones,TEX
Rich Kelley,DEN
Rich Kelley,NJN
Rich Kelley,NOJ
Rich Kelley,PHO
Rich Kelley,SAC
Rich Kelley,TOT
Rich Kelley,UTA
Rich King,SEA
Rich Laurel,MIL
Rich Manning,LAC
Rich Manning,TOT
Rich Manning,VAN
Rich Niemann,BOS
Rich Niemann,CAR
Rich Niemann,DET
Rich Niemann,DLC
Rich Niemann,FLO
Rich Niemann,MIL
Rich Niemann,TOT
Rich Peek,DLC
Rich Rinaldi,BAL
Rich Rinaldi,CAP
Rich Rinaldi,NYA
Rich Rinaldi,TOT
Rich Yonakor,SAS
Richard Anderson,CHH
Richard Anderson,DEN
Richard Anderson,HOU
Richard Anderson,POR
Richard Anderson,SDC
Richard Anderson,TOT
Richard Clark,HSM
Richard Clark,MNM
Richard Coffey,MIN
Richard Dumas,PHI
Richard Dumas,PHO
Richard Fisher,FLO
Richard Fisher,TOT
Richard Fisher,UTS
Richard Hamilton,CHI
Richard Hamilton,DET
Richard Hamilton,WAS
Richard Jefferson,CLE
Richard Jefferson,DAL
Richard Jefferson,DEN
Richard Jefferson,GSW
Richard Jefferson,MIL
Richard Jefferson,NJN
Richard Jefferson,SAS
Richard Jefferson,TOT
Richard Jefferson,UTA
Richard Moore,DNR
Richard Morton,IND
Richard Parks,PTP
Richard Petruska,HOU
Richard Rellford,SAS
Richard Washington,CLE
Richard Washington,DAL
Richard Washington,KCK
Richard Washington,MIL
Richard Washington,TOT
Richaun Holmes,PHI
Richie Frahm,HOU
Richie Frahm,LAC
Richie Frahm,MIN
Richie Frahm,POR
Richie Frahm,SEA
Richie Frahm,TOT
Richie Guerin,ATL
Richie Guerin,NYK
Richie Guerin,STL
Richie Guerin,TOT
Richie Niemiera,AND
Richie Niemiera,FTW
Richie Niemiera,TOT
Richie Regan,CIN
Richie Regan,ROC
Rick Adelman,CHI
Rick Adelman,KCO
Rick Adelman,NOJ
Rick Adelman,POR
Rick Adelman,SDR
Rick Adelman,TOT
Rick Barry,GSW
Rick Barry,HOU
Rick Barry,NYA
Rick Barry,OAK
Rick Barry,SFW
Rick Barry,WSA
Rick Brunson,BOS
Rick Brunson,CHI
Rick Brunson,HOU
Rick Brunson,LAC
Rick Brunson,NYK
Rick Brunson,POR
Rick Brunson,SEA
Rick Brunson,TOR
Rick Brunson,TOT
Rick Calloway,SAC
Rick Carlisle,BOS
Rick Carlisle,NJN
Rick Carlisle,NYK
Rick Darnell,VIR
Rick Fox,BOS
Rick Fox,LAL
Rick Hughes,DAL
Rick Mahorn,DET
Rick Mahorn,NJN
Rick Mahorn,PHI
Rick Mahorn,WSB
Rick Mount,INA
Rick Mount,KEN
Rick Mount,MMS
Rick Mount,TOT
Rick Mount,UTS
Rick Roberson,CLE
Rick Roberson,KCK
Rick Roberson,LAL
Rick Roberson,NOJ
Rick Roberson,POR
Rick Robey,BOS
Rick Robey,IND
Rick Robey,PHO
Rick Robey,TOT
Rick Weitzman,BOS
Rick Wilson,ATL
Rickey Brown,ATL
Rickey Brown,GSW
Rickey Brown,TOT
Rickey Green,BOS
Rickey Green,CHH
Rickey Green,DET
Rickey Green,GSW
Rickey Green,IND
Rickey Green,MIL
Rickey Green,PHI
Rickey Green,TOT
Rickey Green,UTA
Rickey Williams,UTA
Rickie Winslow,MIL
Ricky Berry,SAC
Ricky Blanton,CHI
Ricky Davis,BOS
Ricky Davis,CHH
Ricky Davis,CLE
Ricky Davis,LAC
Ricky Davis,MIA
Ricky Davis,MIN
Ricky Davis,TOT
Ricky Grace,ATL
Ricky Ledo,DAL
Ricky Ledo,NYK
Ricky Ledo,TOT
Ricky Marsh,GSW
Ricky Pierce,CHH
Ricky Pierce,DEN
Ricky Pierce,DET
Ricky Pierce,GSW
Ricky Pierce,IND
Ricky Pierce,MIL
Ricky Pierce,SDC
Ricky Pierce,SEA
Ricky Pierce,TOT
Ricky Rubio,MIN
Ricky Rubio,UTA
Ricky Sobers,CHI
Ricky Sobers,IND
Ricky Sobers,PHO
Ricky Sobers,SEA
Ricky Sobers,WSB
Ricky Wilson,NJN
Ricky Wilson,SAS
Ricky Wilson,TOT
Rik Smits,IND
Riney Lochmann,DLC
Rob Kurz,GSW
Rob Lock,LAC
Rob Rose,LAC
Rob Williams,DEN
Robbie Hummel,MIN
Robert Archibald,MEM
Robert Archibald,ORL
Robert Archibald,PHO
Robert Archibald,TOR
Robert Archibald,TOT
Robert Churchwell,GSW
Robert Covington,HOU
Robert Covington,PHI
Robert Hahn,CHS
Robert Hite,MIA
Robert Horry,HOU
Robert Horry,LAL
Robert Horry,PHO
Robert Horry,SAS
Robert Horry,TOT
Robert Pack,DAL
Robert Pack,DEN
Robert Pack,MIN
Robert Pack,NJN
Robert Pack,NOH
Robert Pack,POR
Robert Pack,TOT
Robert Pack,WSB
Robert Parish,BOS
Robert Parish,CHH
Robert Parish,CHI
Robert Parish,GSW
Robert Reid,CHH
Robert Reid,HOU
Robert Reid,PHI
Robert Reid,POR
Robert Reid,TOT
Robert Sacre,LAL
Robert Smith,CLE
Robert Smith,DEN
Robert Smith,MIL
Robert Smith,NJN
Robert Smith,SAS
Robert Smith,SDC
Robert Smith,TOT
Robert Smith,UTA
Robert Swift,OKC
Robert Swift,SEA
Robert Traylor,CHH
Robert Traylor,CLE
Robert Traylor,MIL
Robert Traylor,NOH
Robert Werdann,DEN
Robert Werdann,NJN
Robert Whaley,UTA
Robin Jones,HOU
Robin Jones,POR
Robin Lopez,CHI
Robin Lopez,NOH
Robin Lopez,NYK
Robin Lopez,PHO
Robin Lopez,POR
Rock Lee,SDC
Rod Derline,SEA
Rod Foster,PHO
Rod Freeman,PHI
Rod Higgins,CHI
Rod Higgins,CLE
Rod Higgins,GSW
Rod Higgins,NJN
Rod Higgins,SAC
Rod Higgins,SAS
Rod Higgins,SEA
Rod Higgins,TOT
Rod Knowles,NYA
Rod Knowles,PHO
Rod Strickland,HOU
Rod Strickland,MIA
Rod Strickland,MIN
Rod Strickland,NYK
Rod Strickland,ORL
Rod Strickland,POR
Rod Strickland,SAS
Rod Strickland,TOR
Rod Strickland,TOT
Rod Strickland,WAS
Rod Strickland,WSB
Rod Thorn,BAL
Rod Thorn,DET
Rod Thorn,SEA
Rod Thorn,STL
Rod Thorn,TOT
Roderick McDonald,UTS
Rodney Buford,MEM
Rodney Buford,MIA
Rodney Buford,NJN
Rodney Buford,PHI
Rodney Buford,SAC
Rodney Carney,GSW
Rodney Carney,MEM
Rodney Carney,MIN
Rodney Carney,PHI
Rodney Carney,TOT
Rodney Hood,CLE
Rodney Hood,TOT
Rodney Hood,UTA
Rodney McCray,CHI
Rodney McCray,DAL
Rodney McCray,HOU
Rodney McCray,SAC
Rodney McGruder,MIA
Rodney Monroe,ATL
Rodney Purvis,ORL
Rodney Rogers,BOS
Rodney Rogers,DEN
Rodney Rogers,LAC
Rodney Rogers,NJN
Rodney Rogers,NOH
Rodney Rogers,PHI
Rodney Rogers,PHO
Rodney Rogers,TOT
Rodney Stuckey,DET
Rodney Stuckey,IND
Rodney White,DEN
Rodney White,DET
Rodney White,GSW
Rodney White,TOT
Rodrick Rhodes,DAL
Rodrick Rhodes,HOU
Rodrick Rhodes,TOT
Rodrick Rhodes,VAN
Rodrigue Beaubois,DAL
Roger Brown,CAR
Roger Brown,CHI
Roger Brown,DET
Roger Brown,DNA
Roger Brown,INA
Roger Brown,LAL
Roger Brown,MMS
Roger Brown,SAA
Roger Brown,TOT
Roger Brown,UTS
Roger Brown,VIR
Roger Burkman,CHI
Roger Jorgensen,PIT
Roger Mason,CHI
Roger Mason,MIA
Roger Mason,NOH
Roger Mason,NYK
Roger Mason,SAS
Roger Mason,TOR
Roger Mason,TOT
Roger Mason,WAS
Roger Phegley,CLE
Roger Phegley,DAL
Roger Phegley,NJN
Roger Phegley,SAS
Roger Phegley,TOT
Roger Phegley,WSB
Roger Powell,UTA
Roger Schurig,HSM
Roger Strickland,BAL
Roko Ukic,MIL
Roko Ukic,TOR
Roland West,BAL
Rolando Blackman,DAL
Rolando Blackman,NYK
Rolando Ferreira,POR
Rollen Hans,BLB
Rollie Seltz,AND
Ron Anderson,CLE
Ron Anderson,IND
Ron Anderson,NJN
Ron Anderson,PHI
Ron Anderson,TOT
Ron Anderson,WSB
Ron Baker,NYK
Ron Behagen,ATL
Ron Behagen,DET
Ron Behagen,HOU
Ron Behagen,IND
Ron Behagen,KCK
Ron Behagen,KCO
Ron Behagen,NOJ
Ron Behagen,NYK
Ron Behagen,TOT
Ron Behagen,WSB
Ron Bonham,BOS
Ron Bonham,INA
Ron Boone,DLC
Ron Boone,KCK
Ron Boone,LAL
Ron Boone,SSL
Ron Boone,TEX
Ron Boone,TOT
Ron Boone,UTA
Ron Boone,UTS
Ron Brewer,CHI
Ron Brewer,CLE
Ron Brewer,GSW
Ron Brewer,NJN
Ron Brewer,POR
Ron Brewer,SAS
Ron Brewer,TOT
Ron Carter,IND
Ron Carter,LAL
Ron Cavenall,NJN
Ron Cavenall,NYK
Ron Crevier,DET
Ron Crevier,GSW
Ron Crevier,TOT
Ron Davis,ATL
Ron Davis,SDC
Ron Dorsey,CAR
Ron Feiereisel,MNL
Ron Filipek,PHI
Ron Grandison,ATL
Ron Grandison,BOS
Ron Grandison,CHH
Ron Grandison,MIA
Ron Grandison,NYK
Ron Grandison,TOT
Ron Harper,CHI
Ron Harper,CLE
Ron Harper,LAC
Ron Harper,LAL
Ron Harper,TOT
Ron Horn,DNR
Ron Horn,LAL
Ron Horn,STL
Ron Johnson,DET
Ron Johnson,LAL
Ron Johnson,TOT
Ron King,KEN
Ron Knight,POR
Ron Lee,ATL
Ron Lee,DET
Ron Lee,NOJ
Ron Lee,PHO
Ron Lee,TOT
Ron Livingstone,BLB
Ron Livingstone,PHW
Ron Livingstone,TOT
Ron Mercer,BOS
Ron Mercer,CHI
Ron Mercer,DEN
Ron Mercer,IND
Ron Mercer,NJN
Ron Mercer,ORL
Ron Mercer,SAS
Ron Mercer,TOT
Ron Moore,DET
Ron Moore,PHO
Ron Moore,TOT
Ron Nelson,FLO
Ron Perry,CAR
Ron Perry,INA
Ron Perry,MMF
Ron Perry,MNM
Ron Perry,NOB
Ron Perry,NYA
Ron Perry,TOT
Ron Reed,DET
Ron Riley,HOU
Ron Riley,KCO
Ron Riley,TOT
Ron Rowan,POR
Ron Sanford,DLC
Ron Shavlik,NYK
Ron Sobie,MNL
Ron Sobie,NYK
Ron Sobie,TOT
Ron Watts,BOS
Ron Widby,NOB
Ron Williams,GSW
Ron Williams,LAL
Ron Williams,MIL
Ron Williams,SFW
Ronald Dupree,CHI
Ronald Dupree,DET
Ronald Dupree,MIN
Ronald Dupree,SEA
Ronald Dupree,TOR
Ronald Dupree,TOT
Ronald Franz,DLC
Ronald Franz,FLO
Ronald Franz,MMT
Ronald Franz,NOB
Ronald Franz,OAK
Ronald Franz,TOT
Ronald Kozlicki,INA
